symbol,name,country,sector,industry,wikipediaTitle
SBH,Sally Beauty Holdings (Name to be changed from Sally Holdings),United States,Consumer Discretionary,Other Specialty Stores,Sally Beauty Holdings
SBI,Western Asset Intermediate Muni Fund,United States,Finance,Finance/Investors Services,
SBIG,SpringBig Holdings,United States,Technology,EDP Services,
SBOW,SilverBow Resorces,United States,Energy,Oil & Gas Production,
SBR,Sabine Royalty Trust,United States,Energy,Oil & Gas Production,
SBRA,Sabra Health Care REIT,United States,Real Estate,Real Estate Investment Trusts,
SBSI,Southside Bancshares,United States,Finance,Major Banks,
SBT,Sterling Bancorp,United States,Finance,Savings Institutions,Sterling Bancorp
SBUX,Starbucks Corporation,United States,Consumer Discretionary,Restaurants,Starbucks
SBXC,SilverBox Corp III,,Finance,Blank Checks,
SCCO,Southern Copper Corporation,United States,Basic Materials,Metal Mining,Southern Copper Corporation
SCD,LMP Capital andome Fund,United States,Finance,Trusts Except Educational Religious and Charitable,
SCHL,Scholastic Corporation,United States,Consumer Discretionary,Books,Scholastic Corporation
SCHN,Schnitzer Steel Industries,United States,Consumer Discretionary,Industrial Specialties,
SCHW,Charles Schwab Corporation (The),United States,Finance,Investment Bankers/Brokers/Service,Charles Schwab Corporation
SCI,Service Corporation International,United States,Consumer Discretionary,Other Consumer Services,Service Corporation International
SCKT,Socket Mobile,United States,Technology,Computer Manufacturing,
SCL,Stepan Company,United States,Consumer Discretionary,Package Goods/Cosmetics,Stepan Company
SCLX,Scilex Holding Company,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
SCM,Stellus Capital Investment Corporation,United States,Finance,Finance/Investors Services,
SCOR,comScore,United States,Consumer Discretionary,Business Services,Comscore
SCPH,scPharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
SCPL,SciPlay Corporation,United States,Technology,EDP Services,
SCS,Steelcase,United States,Consumer Discretionary,Office Equipment/Supplies/Services,Steelcase
SCSC,ScanSource,United States,Technology,Retail: Computer Software & Peripheral Equipment,
SCTL,Societal CDMO,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
SCU,Sculptor Capital Management,United States,Finance,Investment Managers,Sculptor Capital Management
SCVL,Shoe Carnival,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores,Shoe Carnival
SCWO,374Water,United States,Utilities,Environmental Services,
SCWX,SecureWorks Corp.,United States,Technology,EDP Services,Secureworks
SCX,L.S. Starrett Company (The),United States,Consumer Discretionary,Industrial Machinery/Components,L. S. Starrett Company
SCYX,SCYNEXIS,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
SD,SandRidge Energy,United States,Energy,Oil & Gas Production,SandRidge Energy
SDAC,Sustainable Development Acquisition I Corp.,United States,Finance,Blank Checks,
SDC,SmileDirectClub,United States,Health Care,Medical/Dental Instruments,SmileDirectClub
SDGR,Schrodinger,United States,Health Care,Biotechnology: Pharmaceutical Preparations,Erwin Schr%C3%B6dinger
SDIG,Stronghold Digital Mining,United States,Finance,Investment Bankers/Brokers/Service,
SDPI,Superior Drilling Products,,Industrials,Metal Fabrications,
SEAC,SeaChange International,United States,Technology,Computer Software: Prepackaged Software,SeaChange International
SEAS,SeaWorld Entertainment,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,SeaWorld Parks %26 Entertainment
SEAT,Vivid Seats,United States,Industrials,Industrial Machinery/Components,Vivid Seats
SEB,Seaboard Corporation,United States,Industrials,Farming/Seeds/Milling,Seaboard Corporation
SEDG,SolarEdge Technologies,Israel,Technology,Semiconductors,SolarEdge
SEE,Sealed Air Corporation,United States,Industrials,Major Chemicals,Sealed Air
SEED,Origin Agritech Limited,China,Consumer Staples,Farming/Seeds/Milling,
SEEL,Seelos Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
SEER,Seer,United States,Health Care, Medicinal Chemicals and Botanical Products ,"Surveillance, Epidemiology, and End Results"
SEIC,SEI Investments Company,United States,Finance,Investment Bankers/Brokers/Service,SEI Investments Company
SELB,Selecta Biosciences,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
SELF,Global Self Storage,United States,Real Estate,Real Estate Investment Trusts,
SEM,Select Medical Holdings Corporation,United States,Health Care,Hospital/Nursing Management,
SEMR,SEMrush Holdings,United States,Technology,EDP Services,
SENEA,Seneca Foods Corp.,United States,Consumer Staples,Packaged Foods,Seneca Foods
SENEB,Seneca Foods Corp. Class B,United States,Consumer Staples,Packaged Foods,
SENS,Senseonics Holdings,United States,Industrials,Industrial Machinery/Components,
SEPA,SEP Acquisition Corp,United States,Finance,Blank Checks,
SERA,Sera Prognostics,United States,Health Care,Precision Instruments,
SES,SES AI Corporation,,Consumer Discretionary,Auto Parts:O.E.M.,
SEVN,Seven Hills Realty Trust,United States,Real Estate,Real Estate Investment Trusts,
SF,Stifel Financial Corporation,United States,Finance,Investment Bankers/Brokers/Service,Stifel
SFBC,Sound Financial Bancorp,United States,Finance,Savings Institutions,
SFBS,ServisFirst Bancshares,United States,Finance,Major Banks,
SFE,Safeguard Scientifics,United States,Finance,Finance/Investors Services,
SFIX,Stitch Fix,United States,Consumer Discretionary,Catalog/Specialty Distribution,Stitch Fix
SFM,Sprouts Farmers Market,United States,Consumer Staples,Food Chains,Sprouts Farmers Market
SFNC,Simmons First National Corporation,United States,Finance,Major Banks,
SFR,Appreciate Holdings,United States,Finance,Real Estate,
SFST,Southern First Bancshares,United States,Finance,Major Banks,
SFT,Shift Technologies,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,Shift Technologies
SG,Sweetgreen,United States,Consumer Discretionary,Restaurants,Sweetgreen
SGBX,Safe & Green Holdings Corp.,United States,Consumer Discretionary,RETAIL: Building Materials,
SGC,Superior Group of Companies,United States,Consumer Discretionary,Apparel,
SGEN,Seagen,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Seagen
SGHT,Sight Sciences,United States,Health Care,Medical Specialities,
SGII,Seaport Global Acquisition II Corp.,United States,Finance,Blank Checks,
SGLY,Singularity Future Technology Ltd.,United States,Consumer Discretionary,Oil Refining/Marketing,
SGMA,SigmaTron International,United States,Technology,Electrical Products,
SGMO,Sangamo Therapeutics,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Sangamo Therapeutics
SGMT,Sagimet Biosciences Series A,United States,,,
SGRP,SPAR Group,United States,Consumer Discretionary,Business Services,
SGRY,Surgery Partners,United States,Health Care,Hospital/Nursing Management,
SGTX,Sigilon Therapeutics,United States,Health Care, Medicinal Chemicals and Botanical Products ,
SGU,Star Group L.P.,United States,Consumer Discretionary,Other Specialty Stores,
SHAK,Shake Shack,United States,Consumer Discretionary,Restaurants,Shake Shack
SHBI,Shore Bancshares,United States,Finance,Major Banks,
SHC,Sotera Health Company,United States,Health Care,Medical Specialities,
SHCO,Soho House & Co,,Consumer Discretionary,Hotels/Resorts,Soho House (club)
SHCR,Sharecare,United States,Technology,Computer Software: Prepackaged Software,Sharecare
SHEN,Shenandoah Telecommunications Co,United States,Telecommunications,Telecommunications Equipment,Shentel
SHFS,SHF Holdings,United States,Finance,Finance: Consumer Services,
SHIP,Seanergy Maritime Holdings Corp.,Greece,,,
SHLS,Shoals Technologies Group,United States,Technology,Semiconductors,
SHOO,Steven Madden Ltd.,United States,Consumer Discretionary,Shoe Manufacturing,Steve Madden (company)
SHPH,Shuttle Pharmaceuticals Holdings,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
SHPW,Shapeways Holdings,,Consumer Discretionary,Miscellaneous manufacturing industries,Shapeways
SHW,Sherwin-Williams Company (The),United States,Consumer Discretionary,RETAIL: Building Materials,Sherwin-Williams
SHYF,The Shyft Group,United States,Consumer Discretionary,Auto Manufacturing,The Shyft Group
SIBN,SI-BONE,United States,Health Care,Medical/Dental Instruments,
SID,Companhia Siderurgica Nacional S.A.,Brazil,Industrials,Steel/Iron Ore,Companhia Sider%C3%BArgica Nacional
SIDU,Sidus Space,United States,Telecommunications,Telecommunications Equipment,
SIEB,Siebert Financial Corp.,United States,Finance,Investment Bankers/Brokers/Service,
SIEN,Sientra,United States,Health Care,Industrial Specialties,
SIF,SIFCO Industries,United States,Industrials,Aerospace,SIFCO Industries
SIGA,SIGA Technologies,United States,Health Care,Biotechnology: Pharmaceutical Preparations,SIGA Technologies
SIGI,Selective Insurance Group,United States,Finance,Property-Casualty Insurers,
SILK,Silk Road Medical,United States,Health Care,Medical/Dental Instruments,
SILO,Silo Pharma,United States,Consumer Discretionary,Apparel,
SINT,SiNtx Technologies,United States,Health Care,Medical/Dental Instruments,
SIRI,Sirius XM Holdings,United States,Consumer Discretionary,Broadcasting,Sirius XM
SISI,Shineco,China,Health Care, Medicinal Chemicals and Botanical Products ,
SITC,SITE Centers Corp.,United States,Real Estate,Real Estate Investment Trusts,SITE Centers
SITE,SiteOne Landscape Supply,United States,Consumer Discretionary,Professional and commerical equipment,
SITM,SiTime Corporation,United States,Technology,Semiconductors,
SIX,Six Flags Entertainment Corporation New,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation,
SJM,J.M. Smucker Company (The) New,United States,Consumer Staples,Packaged Foods,
SJT,San Juan Basin Royalty Trust,United States,Energy,Oil & Gas Production,
SKGR,SK Growth Opportunities Corporation,United States,Finance,Blank Checks,
SKIL,Skillsoft Corp.,United States,Technology,Computer Software: Prepackaged Software,Skillsoft
SKIN,The Beauty Health Company,United States,Consumer Discretionary,Package Goods/Cosmetics,
SKLZ,Skillz,,Technology,EDP Services,Skillz (company)
SKM,SK Telecom Co. Ltd.,South Korea,Telecommunications,Telecommunications Equipment,SK Telecom
SKT,Tanger Factory Outlet Centers,United States,Real Estate,Real Estate Investment Trusts,Tanger Factory Outlet Centers
SKWD,Skyward Specialty Insurance Group,United States,Finance,Property-Casualty Insurers,
SKX,Skechers U.S.A.,United States,Consumer Discretionary,Shoe Manufacturing,Skechers
SKY,Skyline Champion Corporation,United States,Consumer Discretionary,Homebuilding,
SKYH,Sky Harbour Group Corporation,,Industrials,Military/Government/Technical,
SKYT,SkyWater Technology,United States,Technology,Semiconductors,SkyWater Technology
SKYW,SkyWest,United States,Consumer Discretionary,Air Freight/Delivery Services,SkyWest Airlines
SKYX,SKYX Platforms Corp.,United States,Consumer Discretionary,Building Products,
SLAB,Silicon Laboratories,United States,Technology,Semiconductors,Silicon Labs
SLAC,Social Leverage Acquisition Corp I,United States,Finance,Finance: Consumer Services,
SLB,Schlumberger N.V.,France,Energy,Oilfield Services/Equipment,Schlumberger
SLCA,U.S. Silica Holdings,United States,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),
SLDB,Solid Biosciences,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
SLDP,Solid Power,United States,Energy,Electrical Products,
SLF,Sun Life Financial,Canada,Finance,Life Insurance,Sun Life Financial
SLG,SL Green Realty Corp,United States,Real Estate,Real Estate Investment Trusts,SL Green Realty
SLGC,SomaLogic,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch,SomaLogic
SLGG,Super League Gaming,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation,
SLGN,Silgan Holdings,United States,Industrials,Containers/Packaging,Silgan Holdings
SLM,SLM Corporation,United States,Finance,Finance: Consumer Services,Sallie Mae
SLND,Southland Holdings,United States,Industrials,Military/Government/Technical,
SLNG,Stabilis Solutions,United States,Utilities,Oil/Gas Transmission,
SLNH,Soluna Holdings,United States,Technology,EDP Services,
SLNO,Soleno Therapeutics,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,
SLP,Simulations Plus,United States,Technology,EDP Services,Simulations Plus
SLQT,SelectQuote,,Finance,Specialty Insurers,
SLRC,SLR Investment Corp.,United States,Finance,Finance/Investors Services,
SLRN,ACELYRIN INC.,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
SLRX,Salarius Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
SLS,SELLAS Life Sciences Group,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
SLVM,Sylvamo Corporation,United States,Basic Materials,Paper,
SM,SM Energy Company,United States,Energy,Oil & Gas Production,SM Energy
SMAP,SportsMap Tech Acquisition Corp.,United States,Finance,Blank Checks,
SMAR,Smartsheet,United States,Technology,Computer Software: Prepackaged Software,Smartsheet
SMBC,Southern Missouri Bancorp,United States,Finance,Banks,
SMBK,SmartFinancial,United States,Finance,Major Banks,
SMCI,Super Micro Computer,United States,Technology,Computer Manufacturing,Supermicro
SMG,Scotts Miracle-Gro Company (The),United States,Industrials,Agricultural Chemicals,Scotts Miracle-Gro Company
SMID,Smith-Midland Corporation,United States,Industrials,Building Materials,
SMLR,Semler Scientific,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,
SMMF,Summit Financial Group,United States,Finance,Major Banks,
SMP,Standard Motor Products,United States,Consumer Discretionary,Auto Parts:O.E.M.,Standard Motor Products
SMPL,The Simply Good Foods Company,United States,Consumer Staples,Packaged Foods,
SMR,NuScale Power Corporation,,Industrials,Electrical Products,NuScale Power
SMRT,SmartRent,United States,Technology,EDP Services,
SMSI,Smith Micro Software,United States,Technology,Computer Software: Prepackaged Software,Smith Micro Software
SMTC,Semtech Corporation,United States,Technology,Semiconductors,Semtech
SMTI,Sanara MedTech,United States,Health Care,Medical/Dental Instruments,
SNA,Snap-Onorporated,United States,Consumer Discretionary,Industrial Machinery/Components,
